price,area,status,bhk,bathroom,age,location,builder
65.65,1010,Ready to move,2,,4,Kolathur,Selvakumar
82.22,1265,Ready to move,3,,4,Kolathur,Selvakumar
69.48,1069,Ready to move,2,,4,Kolathur,Selvakumar
62.59,963,Ready to move,2,,4,Kolathur,Selvakumar
138,1340,Under Construction,3,,0,Saidapet,Selvakumar
121,1175,Under Construction,3,,0,Saidapet,Selvakumar
141,1375,Under Construction,3,,0,Saidapet,Selvakumar
159,1550,Under Construction,3,,0,Saidapet,Selvakumar
160,1555,Under Construction,3,,0,Saidapet,Selvakumar
157,1525,Under Construction,3,,0,Saidapet,Selvakumar
146,1425,Under Construction,3,,0,Saidapet,Selvakumar
160,1560,Under Construction,3,,0,Saidapet,Selvakumar
95.48,1469,Ready to move,3,,4,Kolathur,Selvakumar
63.96,984,Ready to move,2,,4,Kolathur,Selvakumar
38,900,Ready to move,2,2,,Pallikaranai,Sri Vinayaga Real Estate
66.8,1380,Ready to move,3,,1,Pudupakkam,Right Angle Properties
44.5,1030,Ready to move,2,,1,Pudupakkam,Right Angle Properties
76,1460,Ready to move,3,,1,Pudupakkam,Right Angle Properties
103,1993,Ready to move,3,,1,Pudupakkam,Right Angle Properties
103,1993,Ready to move,3,,1,Pudupakkam,Right Angle Properties
58.7,997,Ready to move,2,,1,Pudupakkam,Right Angle Properties
72,1370,Ready to move,3,,1,Pudupakkam,Right Angle Properties
56,920,Ready to move,2,2,32,Kodambakkam,seller
500,3000,Ready to move,4,4,,Shenoy Nagar,seller
83,645,Under Construction,2,2,,Royapettah,seller
83,645,Under Construction,2,2,,Royapettah,seller
49.34,771,Ready to move,2,,1,Moolakadai,Saravan gk
45.37,709,Ready to move,2,,1,Moolakadai,Saravan gk
100,1343,Ready to move,2,1,,Virugambakkam,Evrostos Properties
109,900,Ready to move,2,2,,Alwarpet,AKS REALTY SERVICES
49.47,853,Ready to move,2,,1,Madhavaram,Saravan gk
49.01,845,Ready to move,2,,1,Madhavaram,Saravan gk
49.5,947,Ready to move,2,2,6,Thiruverkadu,seller
38,625,Under Construction,2,1,,Guindy,seller
38,625,Under Construction,2,1,,Guindy,seller
38,625,Under Construction,2,1,,Guindy,seller
38,625,Under Construction,2,1,,Guindy,seller
38,625,Under Construction,2,1,,Guindy,seller
38,625,Under Construction,2,1,,Guindy,seller
19.49,520,Ready to move,1,2,3,Veppampattu,seller
108,1065,Ready to move,2,2,,Porur,seller
59.5,700,Ready to move,2,2,,Padi,Balasubramani
59.5,700,Ready to move,2,2,,Mogappair East,Balasubramani
59,759,Ready to move,2,2,6,Nesapakkam,Balasubramani
62.44,905,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
1050,4200,Ready to move,6,6,,T Nagar,Shree sakthivel realestate
60,1400,Ready to move,3,3,,Perungalathur,seller
112,1800,Under Construction,3,3,,Ambattur,seller
112,1800,Under Construction,3,3,,Ambattur,seller
112,1800,Under Construction,3,3,,Ambattur,seller
39,750,Ready to move,2,2,3,Elandanur,seller
39,750,Ready to move,2,2,3,Elandanur,seller
123,1650,Under Construction,3,3,,Chromepet,Yadhav constructions real estates
49,600,Ready to move,1,1,,West Mambalam,AKS REALTY SERVICES
78.6,779,Under Construction,2,2,,Pazavanthangal,Prabha Homes
42,520,Ready to move,1,1,,Adambakam,Prabha Homes
82,1000,Ready to move,2,2,,Adambakam,Prabha Homes
75.6,770,Under Construction,2,2,,Pallavaram,Prabha Homes
75,925,Ready to move,2,2,,Kolathur,JA Associates
30.5,620,Ready to move,2,2,,Pammal,SS PROPERTIES
22,500,Ready to move,1,1,,Pammal,SS PROPERTIES
38.78,808,Ready to move,2,2,,Pammal,SS PROPERTIES
25.68,535,Ready to move,1,1,,Pammal,SS PROPERTIES
44.78,933,Ready to move,3,3,,Pammal,SS PROPERTIES
37.35,770,Under Construction,2,2,0,Ambattur,seller
40.44,834,Under Construction,2,2,0,Ambattur,seller
37,677,Ready to move,2,1,,Perambur,seller
35,620,Ready to move,1,1,,Pallikaranai,Prop Mart Technologies
113,1668,Under Construction,3,,0,East Tambaram,Info Rich
79.69,1172,Under Construction,2,,0,East Tambaram,Info Rich
99.07,1457,Under Construction,3,,0,East Tambaram,Info Rich
83.09,1222,Under Construction,2,,0,East Tambaram,Info Rich
105,1385,Ready to move,3,2,,Nanganallur,Ram
105,1385,Ready to move,3,3,,Nanganallur,Ram
34.5,1170,Ready to move,2,2,3,Veppampattu,JD Properties
36,1300,Ready to move,2,2,3,Veppampattu,JD Properties
32.5,990,Ready to move,2,2,3,Veppampattu,JD Properties
25,620,Ready to move,2,2,3,Veppampattu,JD Properties
26.5,680,Ready to move,2,2,3,Veppampattu,JD Properties
29.5,850,Ready to move,2,2,3,Veppampattu,JD Properties
22.5,600,Ready to move,1,2,3,Veppampattu,JD Properties
22.5,630,Ready to move,2,2,3,Veppampattu,JD Properties
16.5,550,Ready to move,1,2,3,Veppampattu,JD Properties
99.9,1350,Ready to move,3,3,,Kolapakkam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
30,780,Ready to move,2,2,,Ayapakkam,seller
107,1350,Ready to move,3,2,,Kolapakkam,seller
63.62,823,Under Construction,2,2,,Alandur,seller
63.62,823,Under Construction,2,2,,Alandur,seller
64.9,823,Under Construction,2,2,,Alandur,seller
41.52,865,Under Construction,2,2,,Perumbakkam,Vishnu Foundation Ltd
51.06,740,Under Construction,2,2,,Madipakkam,Vishnu Foundation Ltd
79,894,Ready to move,2,2,,Thiruvanmiyur,AKS REALTY SERVICES
49.77,905,Under Construction,2,,0,Ayapakkam,Mohan
108,1065,Ready to move,2,2,,Porur,seller
42.19,870,Under Construction,2,2,0,Ambattur,seller
37.34,770,Under Construction,2,2,0,Ambattur,seller
49.77,905,Under Construction,2,,0,Ayapakkam,Mohan
67.65,1230,Under Construction,3,,0,Ayapakkam,Mohan
41.12,848,Under Construction,2,2,0,Ambattur,seller
52,780,Ready to move,2,2,,Kovilambakkam,Prabha Homes
400,4800,Ready to move,4,3,,Sholinganallur,Propsource Realty Private Limited
26,800,Ready to move,2,2,3,Thiruporur,Propsource Realty Private Limited
20,600,Ready to move,2,2,3,Thiruporur,Propsource Realty Private Limited
16.71,490,Ready to move,1,1,3,Thiruporur,Propsource Realty Private Limited
87.27,1247,Under Construction,2,2,0,Perungudi,Propsource Realty Private Limited
45,970,Ready to move,2,2,,Pallikaranai,Propsource Realty Private Limited
71.51,1069,Under Construction,2,2,,Mogappair,Propsource Realty Private Limited
190,1500,Ready to move,3,3,2,Anna Nagar,Propsource Realty Private Limited
57.79,1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
80.37,1786,Ready to move,3,,1,Medavakkam,Propsource Realty Private Limited
52.38,1376,Ready to move,2,,1,Medavakkam,Propsource Realty Private Limited
46,914,Ready to move,2,2,,Kovur,Propsource Realty Private Limited
73,1400,Under Construction,3,3,0,Kovur,Propsource Realty Private Limited
72,1500,Ready to move,3,3,5,Poonamallee,Propsource Realty Private Limited
34,600,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
57.74,1013,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
54.64,1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
120,1723,Under Construction,3,3,0,Perungudi,Propsource Realty Private Limited
125,1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited
99.9,1350,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
81.4,1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
260,2000,Under Construction,3,3,,Guindy,Propsource Realty Private Limited
35,620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited
77,1400,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited
65,1478,Ready to move,3,3,,Medavakkam,Propsource Realty Private Limited
79.8,1400,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited
77.51,1491,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited
34,748,Ready to move,2,2,,Medavakkam,Propsource Realty Private Limited
65,1250,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited
39,999,Ready to move,2,2,4,Moolacheri,Propsource Realty Private Limited
19.36,605,Under Construction,1,1,0,Guduvancheri,Propsource Realty Private Limited
210,1666,Ready to move,2,3,,T Nagar,Propsource Realty Private Limited
80,1700,Ready to move,3,3,5,Poonamallee,Propsource Realty Private Limited
125,1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited
99.9,1350,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
81.4,1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
118,1600,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
260,2000,Under Construction,3,3,,Guindy,Propsource Realty Private Limited
35,620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited
45.86,1079,Under Construction,2,2,,Singaperumal Koil,Propsource Realty Private Limited
57.4,1552,Under Construction,2,,,Thaiyur,Propsource Realty Private Limited
60,1550,Ready to move,2,2,,Perungalathur,Propsource Realty Private Limited
53.97,1285,Ready to move,2,,6,Urapakkam,Propsource Realty Private Limited
442,2601,Under Construction,3,3,0,T Nagar,Propsource Realty Private Limited
64.6,1700,Under Construction,3,3,,Thaiyur,Propsource Realty Private Limited
60.87,1068,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
41.58,990,Ready to move,1,2,6,Urapakkam,Propsource Realty Private Limited
72.63,1243,Ready to move,1,,,Pallikaranai,Propsource Realty Private Limited
40,885,Under Construction,1,,,Kolapakkam,Propsource Realty Private Limited
36,800,Under Construction,1,2,0,Padappai,Propsource Realty Private Limited
34,956,Ready to move,1,2,,Guduvancheri,Propsource Realty Private Limited
58.38,965,Under Construction,1,2,,Madipakkam,Propsource Realty Private Limited
109,1708,Under Construction,3,3,0,Sholinganallur,Propsource Realty Private Limited
54.64,1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
70.65,1359,Under Construction,3,2,0,Vanagaram,Propsource Realty Private Limited
125,1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited
74.47,1655,Ready to move,3,3,4,Siruseri,Propsource Realty Private Limited
82.86,1247,Under Construction,2,2,0,Perungudi,Propsource Realty Private Limited
85.45,1554,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited
81.4,1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
118,1600,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
35,620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited
45.86,1079,Under Construction,2,2,,Singaperumal Koil,Propsource Realty Private Limited
77,1400,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited
57.4,1552,Under Construction,2,,,Thaiyur,Propsource Realty Private Limited
60,1550,Ready to move,2,2,,Perungalathur,Propsource Realty Private Limited
53.97,1285,Ready to move,2,,6,Urapakkam,Propsource Realty Private Limited
442,2601,Under Construction,3,3,0,T Nagar,Propsource Realty Private Limited
64.6,1700,Under Construction,3,3,,Thaiyur,Propsource Realty Private Limited
60.87,1068,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
26.8,620,Ready to move,2,2,3,Veppampattu,JD Properties
25.7,620,Ready to move,2,2,3,Veppampattu,JD Properties
25.99,620,Ready to move,2,2,3,Veppampattu,JD Properties
26,620,Ready to move,2,2,3,Veppampattu,JD Properties
22.75,600,Ready to move,1,2,3,Veppampattu,JD Properties
22.85,600,Ready to move,2,2,3,Veppampattu,JD Properties
17.84,600,Ready to move,1,1,3,Veppampattu,JD Properties
37,1300,Ready to move,2,2,3,Veppampattu,JD Properties
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1250,Under Construction,2,2,,Kolapakkam Vandalur,seller
22.49,610,Ready to move,2,2,,Veppampatttu,seller
39.5,820,Ready to move,2,2,,Madhavaram,seller
85,1071,Ready to move,2,2,5,Porur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
308,1765,Under Construction,3,3,,Gopalapuram,seller
490,4500,Ready to move,8,6,,Royapettah,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
34,675,Ready to move,2,2,3,Elandanur,seller
22.49,610,Ready to move,2,2,,Veppampatttu,seller
28,800,Ready to move,2,2,3,Veppampattu,seller
260,3485,Ready to move,5,5,4,Kotivakkam,seller
50,1000,Under Construction,2,2,,Medavakkam,seller
49.5,1000,Ready to move,2,2,,Manali,seller
27,720,Ready to move,2,2,3,Veppampattu,seller
121,1250,Ready to move,2,2,,West Mambalam,seller
45,1000,Under Construction,2,2,,Madambakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
160,1463,Ready to move,3,4,,Porur,seller
25,582,Ready to move,2,2,2,Ambattur,seller
310,2400,Ready to move,3,3,6,Jamalia,seller
28,800,Ready to move,2,2,3,Veppampattu,seller
540,5100,Under Construction,5,5,,Kottivakkam,seller
49,1200,Ready to move,2,2,,Guduvancheri,seller
195,2622,Ready to move,3,2,,Perungalathur,seller
30,950,Ready to move,2,2,1,Gokulapuram,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
106,1350,Ready to move,3,3,,West Mambalam,seller
55.83,859,Ready to move,2,2,,Velachery,seller
22,420,Ready to move,1,2,3,Elandanur,seller
48.5,1450,Under Construction,2,2,,Avadi,seller
39.5,820,Ready to move,2,2,,Madhavaram,seller
85,1071,Ready to move,2,2,5,Porur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
490,4500,Ready to move,8,6,,Royapettah,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
230,1590,Ready to move,3,3,4,Anna Nagar,seller
68.5,1080,Ready to move,2,3,,Kolathur,seller
34,675,Ready to move,2,2,3,Elandanur,seller
34,675,Ready to move,2,2,3,Elandanur,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
55,1200,Ready to move,2,2,,Medavakkam,seller
44.75,1250,Ready to move,2,3,3,Iyyapa Nagar,seller
59,900,Ready to move,3,2,,Ayanavaram,seller
49,919,Ready to move,2,2,,Sholinganallur,seller
25,619,Ready to move,2,1,4,Pozhichalur,seller
42.5,818,Under Construction,2,2,,West Tambaram,seller
42.5,818,Under Construction,2,2,,West Tambaram,seller
48.5,818,Under Construction,2,2,,West Tambaram,seller
57.5,922,Ready to move,2,2,5,Old Pallavaram,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
540,5100,Under Construction,5,5,,Kottivakkam,seller
55.83,859,Ready to move,2,2,,Velachery,seller
125,2350,Ready to move,4,4,5,Iyyappanthangal,seller
125,2350,Ready to move,4,4,5,Iyyappanthangal,seller
110,2350,Ready to move,4,4,5,Iyyappanthangal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
25,619,Ready to move,2,1,4,Pozhichalur,seller
125,2350,Ready to move,4,4,5,Iyyappanthangal,seller
125,2350,Ready to move,4,4,5,Iyyappanthangal,seller
110,2350,Ready to move,4,4,5,Iyyappanthangal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
42.18,868,Ready to move,2,2,,Pammal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,942,Ready to move,2,2,5,Iyyappanthangal,seller
27.5,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
28,586,Ready to move,1,1,,Sembakkam,seller
310,2400,Ready to move,3,3,6,Jamalia,seller
35,953,Under Construction,2,2,,Pattabiram,seller
460,4000,Ready to move,4,4,,Kilpauk,seller
520,4000,Ready to move,4,3,,Adyar,seller
26.2,655,Ready to move,1,2,,Madambakkam,seller
35,700,Ready to move,2,2,4,Pattabiram,seller
110,1405,Ready to move,3,2,,Adyar,seller
25,650,Ready to move,2,2,4,Pattabiram,seller
25,650,Ready to move,2,2,4,Pattabiram,seller
25,650,Ready to move,2,2,4,Pattabiram,seller
60,1386,Ready to move,3,3,,Avadi,seller
540,5100,Under Construction,5,5,,Kottivakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
35,750,Ready to move,2,1,,Medavakkam,seller
36,809,Ready to move,2,2,,Sembakkam,seller
30,905,Ready to move,2,2,4,Purasawalkam,seller
39.5,809,Ready to move,2,2,,Sembakkam,seller
39.5,809,Ready to move,2,2,,Sembakkam,seller
39.5,809,Ready to move,2,2,,Sembakkam,seller
39.5,809,Ready to move,2,2,,Sembakkam,seller
39.5,809,Ready to move,2,2,,Sembakkam,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
42.8,855,Ready to move,2,2,,Pammal,seller
62,1030,Ready to move,3,2,,Perungalathur,seller
58,1030,Ready to move,3,2,,Perungalathur,seller
87,1015,Under Construction,2,2,,Adambakam,seller
85,1200,Ready to move,2,2,,tambaram west,seller
71,1100,Under Construction,3,3,,Kolathur,seller
165,1344,Ready to move,2,2,,Aminjikarai,seller
165,1344,Ready to move,2,2,,Aminjikarai,seller
49,1200,Ready to move,2,2,,Guduvancheri,seller
106,1350,Ready to move,3,3,,West Mambalam,seller
33,580,Ready to move,2,2,4,Perungalathur,seller
45,1024,Ready to move,3,2,,Thirumullaivoyal,seller
37.5,845,Ready to move,2,2,,Kundrathur,seller
47,1505,Ready to move,3,3,5,Sriperumbudur,seller
416,2315,Under Construction,3,3,,Alwarpet,seller
72,1100,Under Construction,3,3,,Kolathur,seller
34.99,1175,Ready to move,2,2,3,Veppampattu,Karthick
21.99,600,Ready to move,1,2,3,Veppampattu,Karthick
22,600,Ready to move,1,2,3,Veppampattu,Karthick
29,800,Ready to move,2,2,3,Veppampattu,Karthick
32,1000,Ready to move,2,2,3,Veppampattu,Karthick
39.75,885,Under Construction,2,2,,Perumbakkam,HomeFirst
65.8,1535,Under Construction,3,3,,Perumbakkam,HomeFirst
41,1250,Ready to move,1,2,,Kelambakkam,Elite nisha
33,1020,Ready to move,2,3,,Semmancheri,Elite nisha
48,1270,Ready to move,2,1,,Kelambakkam,Elite nisha
49,1110,Ready to move,2,2,,Navallur,Elite nisha
47,1060,Ready to move,2,2,,Semmancheri,Elite nisha
43,1350,Ready to move,2,2,,Kelambakkam,Elite nisha
195,3850,Ready to move,5,5,5,Ponniammanmedu,JA Associates
145,1000,Ready to move,2,1,3,Kodungaiyur West,JA Associates
120,2400,Ready to move,4,4,,Kolathur,JA Associates
73.56,1206,Under Construction,3,,0,Pammal,Murali
78.75,1291,Under Construction,3,,0,Pammal,Murali
74.96,1229,Under Construction,3,,0,Pammal,Murali
56.1,1020,Under Construction,3,,0,Sembakkam,Individual Agent
60.5,1100,Under Construction,3,,0,Sembakkam,Individual Agent
58,900,Under Construction,2,,0,Poonamallee,THAMINA HOMES
55,850,Under Construction,2,,0,Poonamallee,THAMINA HOMES
48,750,Under Construction,2,,0,Poonamallee,THAMINA HOMES
440,2452,Ready to move,3,3,,Nungambakkam,HomeFirst
23,500,Ready to move,1,1,,Nanmangalam,MC Foundation
62.08,1194,Ready to move,3,3,,Medavakkam,MC Foundation
48.41,931,Ready to move,2,2,,Medavakkam,MC Foundation
47.08,961,Ready to move,2,2,,Nanmangalam,MC Foundation
39.4,788,Ready to move,2,2,,Perumbakkam,MC Foundation
38.61,788,Ready to move,2,2,,Nanmangalam,MC Foundation
45.08,980,Ready to move,2,2,,Nanmangalam,MC Foundation
38.36,834,Ready to move,2,2,,Nanmangalam,MC Foundation
36.57,795,Ready to move,2,2,,Nanmangalam,MC Foundation
64.78,1117,Ready to move,3,3,,Sembakkam,MC Foundation
78,1300,Ready to move,3,3,,Medavakkam,MC Foundation
54.06,983,Ready to move,2,2,,Medavakkam,MC Foundation
47.35,861,Ready to move,2,2,,Medavakkam,MC Foundation
58.26,971,Ready to move,2,2,,Medavakkam,MC Foundation
81.2,1400,Ready to move,3,3,,Sembakkam,MC Foundation
69.35,1261,Ready to move,3,3,,Medavakkam,MC Foundation
49,1000,Ready to move,2,2,,Nanmangalam,MC Foundation
43.51,888,Ready to move,2,2,,Nanmangalam,MC Foundation
69.35,1261,Ready to move,3,3,,Medavakkam,MC Foundation
56.04,1019,Ready to move,2,2,,Medavakkam,MC Foundation
58.26,971,Ready to move,2,2,,Medavakkam,MC Foundation
81.2,1400,Ready to move,3,3,,Sembakkam,MC Foundation
78,1300,Ready to move,3,3,,Medavakkam,MC Foundation
54.06,983,Ready to move,2,2,,Medavakkam,MC Foundation
47.35,861,Ready to move,2,2,,Medavakkam,MC Foundation
31.2,600,Ready to move,1,1,,Medavakkam,MC Foundation
74.87,1291,Ready to move,3,3,,Sembakkam,MC Foundation
68.88,1148,Ready to move,3,3,,Medavakkam,MC Foundation
53.76,896,Ready to move,2,2,,Medavakkam,MC Foundation
56.88,1094,Ready to move,3,3,,Medavakkam,MC Foundation
51.94,999,Ready to move,2,2,,Medavakkam,MC Foundation
52.2,900,Ready to move,2,2,,Sembakkam,MC Foundation
72.71,1322,Ready to move,3,3,,Medavakkam,MC Foundation
64.78,1117,Ready to move,3,3,,Sembakkam,MC Foundation
41.11,839,Ready to move,2,2,,Nanmangalam,MC Foundation
43.68,840,Ready to move,2,2,,Medavakkam,MC Foundation
54.05,932,Ready to move,2,2,,Kovilambakkam,MC Foundation
53.41,1187,Ready to move,3,3,,Sithalapakkam,MC Foundation
54.55,1091,Ready to move,3,3,,Perumbakkam,MC Foundation
48.85,977,Ready to move,2,2,,Perumbakkam,MC Foundation
51.96,896,Ready to move,2,2,,Kovilambakkam,MC Foundation
53.39,1139,Ready to move,3,3,,Nanmangalam,MC Foundation
70.6,1400,Ready to move,3,3,,Perumbakkam,MC Foundation
43.15,863,Ready to move,2,2,,Perumbakkam,MC Foundation
58.8,1200,Ready to move,3,3,,Nanmangalam,MC Foundation
49,1000,Ready to move,2,2,,Nanmangalam,MC Foundation
43.51,888,Ready to move,2,2,,Nanmangalam,MC Foundation
45.99,1022,Ready to move,3,3,,Sithalapakkam,MC Foundation
41.58,924,Ready to move,2,2,,Sithalapakkam,MC Foundation
58.45,759,Ready to move,2,2,6,Nesapakkam,Balasubramani
29,650,Ready to move,1,1,3,Pallikaranai,Propsource Realty Private Limited
39.88,1050,Ready to move,2,2,,Thaiyur,Propsource Realty Private Limited
89,950,Ready to move,2,2,,T Nagar,AKS REALTY SERVICES
69.47,965,Under Construction,2,,0,Porur,ARB HOMES
66.44,923,Under Construction,2,2,0,Porur,ARB HOMES
92.65,1287,Under Construction,3,,0,Porur,ARB HOMES
78.1,1085,Under Construction,3,3,0,Porur,ARB HOMES
73.93,1027,Under Construction,2,,0,Porur,ARB HOMES
69.9,971,Under Construction,2,,0,Porur,ARB HOMES
69.54,966,Under Construction,2,,0,Porur,ARB HOMES
85,1712,Ready to move,3,3,,Medavakkam,South Zone Realty Consulting Pvt Ltd
430,6700,Ready to move,4,4,,Kovalam,HomeFirst
240,3700,Ready to move,3,3,,Kovalam,HomeFirst
205,1850,Ready to move,3,3,4,CIT Nagar,AKS REALTY SERVICES
51.32,1283,Ready to move,3,3,,Selaiyur,MC Foundation
45.04,1126,Ready to move,3,3,,Selaiyur,MC Foundation
45.04,1126,Ready to move,3,3,,Selaiyur,MC Foundation
29.72,743,Ready to move,2,2,,Selaiyur,MC Foundation
53.85,1122,Ready to move,3,3,,Selaiyur,MC Foundation
43.48,906,Ready to move,2,2,,Selaiyur,MC Foundation
40.27,839,Ready to move,2,2,,Selaiyur,MC Foundation
